environment,replication,RAC_HRP,HRP_static,HRP_periodic_3,EW,ERC
A_iid_gaussian,147,-0.663320022148691,-0.7308273855995882,-0.677991627619641,-0.637872468614713,-0.6955663962994451
A_iid_gaussian,148,-0.0942652855750719,-0.13593110722522359,-0.09468289027027448,-0.026888258435583047,-0.12941960971378885
A_iid_gaussian,149,-1.177449959658869,-1.0798024635309647,-1.1951624940163952,-0.8278878723343941,-1.043385614893107
B_xsec_shuffle,0,-0.14421722082843977,-0.15277655410594984,-0.15494548695042934,-0.1722257456455089,-0.16116071105589166
B_xsec_shuffle,1,-0.12138967308295012,-0.1465916923107065,-0.15815521786772252,-0.132683007341132,-0.13687133886489689
B_xsec_shuffle,2,-0.1927900988470841,-0.21401309801222193,-0.22474314633093637,-0.1985101637282255,-0.20097897591309344
B_xsec_shuffle,3,-0.062065362885046306,-0.0654132269552917,-0.06942986469461114,-0.07393780870049797,-0.06508348275953148
B_xsec_shuffle,4,-0.09571910396828494,-0.07603804380439909,-0.07988222536808819,-0.09802659836270519,-0.09260899782387497
B_xsec_shuffle,5,-0.2662234730535377,-0.24644480004141062,-0.24317897119343382,-0.24357145336418967,-0.24448636481139585
B_xsec_shuffle,6,-0.19296486380578143,-0.2285533021524934,-0.18971746995136435,-0.21712725979838984,-0.2106380219902393
B_xsec_shuffle,7,-0.23102248582119125,-0.20748915815266347,-0.22308496738078878,-0.20720325973844997,-0.22043487640769985
B_xsec_shuffle,8,0.022722928349968464,0.016586939614068846,0.009757403995410313,-0.03126273044565952,-0.008462263542367681
B_xsec_shuffle,9,-0.1517795766002764,-0.14102784365546467,-0.1554486326971722,-0.14058716595532825,-0.14966589001347963
B_xsec_shuffle,10,-0.23177360795405325,-0.18892588297963545,-0.24354745432648955,-0.2161845186911751,-0.22715723301864105
B_xsec_shuffle,11,-0.18260292556393132,-0.18405076291038483,-0.18280617755521397,-0.1680035116177862,-0.17048389319139154
B_xsec_shuffle,12,-0.1156409962894482,-0.1181741830099113,-0.13158186490674184,-0.12343253535907442,-0.11870446414497711
B_xsec_shuffle,13,-0.19313555456151055,-0.20038108025812895,-0.1721371520027901,-0.17334323475980126,-0.17947258602433613
B_xsec_shuffle,14,-0.05884552555391615,-0.06007455987785469,-0.05217908628800244,-0.05048563576730154,-0.05407127744358267
B_xsec_shuffle,15,-0.1721976527095087,-0.13750692255505156,-0.174071545795045,-0.14169355084084354,-0.1554994401859131
B_xsec_shuffle,16,-0.18095611652325766,-0.17876436866480497,-0.17839247203863584,-0.1672436212927297,-0.17424769599190795
B_xsec_shuffle,17,-0.09757397861935298,-0.0636443072359947,-0.09677234632630553,-0.050005789580881456,-0.06985602786912837
B_xsec_shuffle,18,-0.17068769771210657,-0.16553156027543628,-0.1755804986193755,-0.18267256285522335,-0.18370695004194318
